"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"186025616682926080","185845161476100096","19582762","","","2012-03-31 09:42:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@YvonneSim @erikschimmel @markus_siepmann haste auch wieder recht. Hat sich f?r mich gelohnt. Erstklassiger Service. Neues Fon innerhalb 18h"
"186016951800303616","185996674555064320","8783762","","","2012-03-31 09:07:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann ah, bestens. Kann ich mich ja wieder entspannen."
"185797461577707520","185641230229708800","14510685","","","2012-03-30 18:35:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@erikschimmel @YvonneSim @markus_siepmann und mit AppleCare ist all das kostenlos ;)"
"185606797300736002","185506859589971968","69553769","","","2012-03-30 05:58:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DerScholz  bei mir war es ne LP gesprochen von Helmut Lange (h?re seine Stimme immer noch). In den Schluchten des Balkan."
"185430856322650112","185430411730624514","15753084","","","2012-03-29 18:18:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@cruiser607 stimmt. Geht mir aber auch bei neuen Avataren oft so. Mein Client zeigt Namen, nicht @ niks das hilft etwas."
"185423861507035138","185248596613009409","15753084","","","2012-03-29 17:51:08 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@cruiser607 warum? Der User hat doch auch ne eindeutige ID."
"185040527471808512","184942707028918272","69553769","","","2012-03-28 16:27:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DerScholz das ist kein Trost, aber das Karma ist meist gerecht und wird den T?ter mit voller H?rte treffen."
"184588249291964416","184537253123604481","69553769","","","2012-03-27 10:30:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DerScholz hat das Daumendr?cken geholfen?"
"184316410481213441","","","","","2012-03-26 16:30:31 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Jebus! Who uglified the g+ button like that? http://t.co/hqq0nBVQ

#UnbelievablyUglyProbablyDataDrivenDesign","http://twitpic.com/91nssy"
"184156687781994496","183985462623481858","8783762","","","2012-03-26 05:55:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann das hat mich auch ganz kirre gemacht. Aber das hat halt nen praktischen Audio Out f?r die Tontechniker."
"183941418228776960","183907022939504641","16060329","","","2012-03-25 15:40:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@qrios nope."
"183661169037418496","","","","","2012-03-24 21:06:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Passt auf, dass Euch heute Nacht keiner ne Stunde klaut!"
"183659289590763520","183658527213092864","14070881","","","2012-03-24 20:59:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jdriscoll ah, ok. I lost track about the ridiculous attacks against Obama."
