"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"97039492","","","","","2007-06-09 08:16:11 +0000","web","At STR Airport, leaving for WWDC via LHR"
