"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"796055559","","","","","2008-04-24 16:19:54 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Amazing how you can throw almost anything at Evernote and it will magically do it's OCR - as long as no Umlauts are involved ;-)"
"796053512","","","","","2008-04-24 16:17:09 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","rdar://problem/5886337"
"796052244","","","","","2008-04-24 16:15:22 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","And this e.g. because Safari is broken not letting me override the system wide lang pref. I want the OS in de and Safari in en. Impossible."
"796050595","","","","","2008-04-24 16:13:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","To clarify. A site honoring the Accept-Language setting is a fine thing. If it adds a a link or preference to override this, even better."
"796047363","795987149","14166323","","","2008-04-24 16:08:53 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@ahruman Yes, in this case Safari is broken. It's impossible to run OSX in german and have safari send English as the Accept-Language choice"
"796046534","795978865","13350142","","","2008-04-24 16:07:45 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@fdejako Sure thing, but i prefer a user configurable preference over Accept-Language. Try switching Safari to English and keep OSX german"
"795860278","","","","","2008-04-24 11:36:05 +0000","web","Never rely on the Accept-Language a browser sends. Let the user choose the UI-Language, not the browser!"
"795858025","","","","","2008-04-24 11:31:31 +0000","web","Wondering about the half baked german localisation going on twitter.com which even breaks prev. functioning links..."
"794951817","","","","","2008-04-23 08:21:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","LazyWeb: anyone know a good offline search engine to make a website on a CD-ROM searchable? Pref. not javascript based as my index is large."
"794947335","","","","","2008-04-23 08:11:29 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Thank you Evernote!"
"794195265","","","","","2008-04-22 10:14:47 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","OK, i am not Dean Allen, but i'd like an evernote invite too ;-) Please!"
"794103532","793839773","1305941","","","2008-04-22 06:15:30 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jkottke You're not alone -- me too. Therefore, when i find something i like, i buy it twice. Extends time between purchases by 2!"
"791021511","","","","","2008-04-17 11:43:58 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","If someone suddenly following me is following ~ 8000 others, i will block that person. No human on earth can follow  that many others."
"789701838","","","","","2008-04-15 17:28:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Ah yeah, those were the times: http://tinyurl.com/268tvb"
"788896910","","","","","2008-04-14 14:55:06 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Got a 30 at: http://ajax.sayitaintslow.com/fontgame/"
"788868033","788862096","151933","","","2008-04-14 14:13:27 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@textism Taking into account the ""hour in the oven"" and your location, I assume ? in your Lamb tajine recipe refers to ?C? Sounds delicious!"
"788860649","","","","","2008-04-14 14:02:38 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Reading Using NetNewsWire with Your Blog, Twitter, and Del.icio.us - MacTips at http://tinyurl.com/5ctsj3"
"788715202","788704519","1538521","","","2008-04-14 08:53:57 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jeffmcneill Ah, ok, i was just wonreding how one can manage to follow that many tweets. I certainly couldn't ;-)"
"788670365","788665009","1538521","","","2008-04-14 06:52:05 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jeffmcneill how can a human being (not a bot) follow 3,943 people? Is this your main job -- do you get paid to follow? ;-)"
"787388051","","","","","2008-04-11 19:13:37 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","How will google prevent spammers using mail.sendmail in Google App Engine?"
"787329063","","","","","2008-04-11 17:35:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Or how about twitter remembering my cookie again, so it knows i am a user and doesn't need to show me the banner-ad."
"787328493","","","","","2008-04-11 17:34:39 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Whats wrong with this ""Hey there!"" Banner on the twitter pages. Dang, i am on twitter.com already, i don't need you to tell me what you are."
"785686175","","","","","2008-04-09 11:05:13 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","? ? ? ?"
"785326746","785310895","636923","","","2008-04-08 21:03:55 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@siracusa Fun fact in your cloud: love &lt; work &lt; mac and wife &lt; gruber &lt; hockenberry :-)"
"785234708","785215932","30923","","","2008-04-08 18:26:52 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@rands Because a Musician (or other creative) is focused on the right side of the brain while the left brain is responsible for cheating"
"785179542","","","","","2008-04-08 16:54:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Google App Engine: Wow! If only i would trust them with all my data."
"784265837","784253400","151933","","","2008-04-07 08:39:05 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@textism I absolutely agree. Adobe needs to grow up. Related: http://snipurl.com/23o0h"
"782641685","782592721","30923","","","2008-04-04 06:43:16 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@rands If you don't know this one already: http://snipurl.com/23ft3 you'll sure ly like it too. My absolute favourite."
