"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"219147143959683073","","","","","2012-06-30 19:15:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Den Grill gerade noch rechtzeitig abgedeckt bekommen. Ich."
"219146585324523521","219145458856108032","14070881","","","2012-06-30 19:13:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jdriscoll the Soundtrack is awesome. Not too much and not too little. Just right and with a sprinkle of the eighties 8bit feeling."
"219145004252270594","219137829048029184","14070881","","","2012-06-30 19:06:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jdriscoll Great Work! I?d half the length of the video. I guess you could run the typing sequences at 2x speed and it?d still be readable."
"219118662018273281","219104163441815552","10079052","","","2012-06-30 17:22:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@rjs but you did look up at the sky, before you left, right?"
"219080307201163266","219079930498121730","33423","","","2012-06-30 14:49:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@gruber Hilarious mental cinema."
"219065014823305217","218388381888036865","49267744","","","2012-06-30 13:49:04 +0000","<a href=""http://www.osfoora.com/mac"" rel=""nofollow"">Osfoora for Mac</a>","@BjornJacoby Thanks Brow!"
"219062251288662016","","","","","2012-06-30 13:38:05 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Mehr Info zum Cirque Du Soleil HTML5 Projekt aus meinem vorigen Tweet hier: http://t.co/GfDUJ8mr","http://www.youtube.com/watch?v=tPtJd6AzU8c&t=52m43s"
"219058486842105858","","","","","2012-06-30 13:23:07 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Schon erstaunlich, was mittlerweile im Browser so alles geht: http://t.co/N8fYrJ1y","http://www.youtube.com/watch?v=p-bAgz5kiL4"
"219045138394128385","","33423","","","2012-06-30 12:30:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@gruber i bet you were thinking about the same movie as I, when you heard ?project butter?.  
#lasttango"
"218449109550514177","","","","","2012-06-28 21:01:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Na ja, wenigstens haben wir Chrome f?r iOS. Not."
"218426356818640896","218415822564114432","19582762","","","2012-06-28 19:31:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@YvonneSim chrr chrr"
"218425726892916736","","","","","2012-06-28 19:28:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Vrdmmt und zgn?t"
"218396447069057024","","","","","2012-06-28 17:32:25 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Ich vermute deshalb streamt ? seine Events nicht mehr live. Aber immerhin gibt es daf?r ruck zuck ne ?-Aufzeichnung. http://t.co/pRBFiMS8","http://twitpic.com/a1jr7z"
"218381397612699648","218381008062529537","14510685","","","2012-06-28 16:32:37 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@erikschimmel Meine Leiter mochte mich nicht und hat mich einfach abgeworfen. Im Hellen. Thanks!"
"218379301924515843","218378279030239233","19582762","","","2012-06-28 16:24:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@YvonneSim T?nk ju!"
"218376754841124865","218376430659190784","28351453","","","2012-06-28 16:14:10 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@twiiita Danke. Ich geniesse das faul sein bis Montag."
"218376143609409538","218375771645935617","28351453","","","2012-06-28 16:11:44 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@twiiita Danke! Da hab ich son' Box Set DVDs. Mal sehen ob's da neuere Folgen gibt."
"218375235202846720","","","","","2012-06-28 16:08:07 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","? bin mir aber nicht sicher, ob das so meinen Geschmack trifft. Tipps f?r ne gute Staffel irgendwas (ausser Mad Men und Breaking Bad)?"
"218374887033679872","","","","","2012-06-28 16:06:44 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Mal die erste Staffel Game of Thrones geladen, damit ich beim gebrochenen Zeh Hochlegen keine Langeweile krieg. cont. ?"
"218282178696589313","218065918104838144","18218654","","","2012-06-28 09:58:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@frischkopp warum ist das Video privat? Schade, h?tte mich interessiert."
"217989076970774528","217988753795457025","14070881","","","2012-06-27 14:33:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jdriscoll ;) Me, ladder, foot, ground."
"217988638372401153","217988299082563585","14070881","","","2012-06-27 14:31:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jdriscoll i?ll give that a try next week. Thanks. Currently enjoying the couch due to a broken toe."
"217986849422053376","","783214","","","2012-06-27 14:24:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@twitter the Auth issue is getting a pain in the lower back. Hopefully you can fix it soon. cc @MobileSupport"
