"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"164296776214515712","","","","","2012-01-31 10:39:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Ja iss denn schon wieder Weihnachten? @ Christmasworld Frankfurt."
"164269346762407936","","","","","2012-01-31 08:50:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Stehe auf der Autobahn rum. Und Ihr so?"
"164092513316118528","","","","","2012-01-30 21:07:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Bald bin ich 18, dann? #tl82"
"164018875598516224","164011972256481280","1160081","","","2012-01-30 16:15:21 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@dentaku http://t.co/KIK89fYw","http://www.motor-talk.de/forum/aktion/Attachment.html?attachmentId=358285"
"163968847400017920","","","","","2012-01-30 12:56:34 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Retweets seiner Tweets retweeten. Selbstgespr?ch 2.0?"
"163958486806429696","163956944795734016","4591101","","","2012-01-30 12:15:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@ste7130 Freund von mir. Der ist gut: http://t.co/rnfYt4lu Er ist auch immer mal wieder in .de","http://www.roundshot360.de/"
"163949157093089281","","","","","2012-01-30 11:38:19 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","""Als er sich nicht mehr mit EU Agrarsubventionen ?ber Wasser halten konnte, stieg er um und er?ffnete eine Content Farm."" #thefutureisnow"
"163926741201584129","163894644873236480","6085542","","","2012-01-30 10:09:15 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@Rozana Ich find ja Swissgroove ziemlich klasse so f?r nebenher. http://t.co/HyfHCGI1 oder http://t.co/c9Cp9xn3","http://radio.cruisix.net:80","http://www.swissgroove.ch/"
"163924892474019840","163853492119797760","30923","","","2012-01-30 10:01:54 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@rands When i was a kid, i could do that too. Somehow related to be left-handed afaik."
"163923649311678464","163814435620790272","2911221","","","2012-01-30 09:56:58 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@wilshipley Good days! Remember, back in the days, when we could print Finder Windows (file listings etc.)?"
"163725136548200450","163707078068805633","19582762","","","2012-01-29 20:48:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@YvonneSim da bin ich Dienstag."
"163700897506013186","163697559167172609","15181260","","","2012-01-29 19:11:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@aleks_be Absolut. Einfach herrlich. Was hamwer gelacht?"
"163635875778007041","","","","","2012-01-29 14:53:27 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Designing is very similar to cooking. It's about leaving things out. Reducing to the max. The less ingredients, the tastier. Purity."
"163337596074856448","163337205123784704","928881","","","2012-01-28 19:08:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@baranek Du Schuft!"
"163298632832000002","","","","","2012-01-28 16:33:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Das w?re doch eine Verbesserung."
